,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
784.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
785.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
786.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
787.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
788.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
789.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
790.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
791.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
792.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
793.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
794.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
795.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
796.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
797.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
798.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
799.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
800.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
801.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
802.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
803.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
804.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
805.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
806.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
807.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
808.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
809.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
810.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
811.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
812.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
813.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
814.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
815.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
816.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
817.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
818.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
819.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
820.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
821.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
822.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
823.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
824.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
825.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
826.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
827.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
828.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
829.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
830.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
831.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
832.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
833.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
834.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
835.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
836.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
837.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
838.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
839.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
840.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
841.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
842.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
843.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
844.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
845.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
846.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
847.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
848.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
849.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
850.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
851.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
852.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
853.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
854.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
855.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
856.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
857.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
858.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
859.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
860.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
861.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
862.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
863.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
864.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
865.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
866.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
867.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
868.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
869.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
870.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
871.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
872.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
873.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
874.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
875.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
876.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
877.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
878.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
879.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
880.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
881.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
882.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
883.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
884.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
885.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
886.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
887.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
888.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
889.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
890.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
891.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
892.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
893.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
894.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
895.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
896.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
897.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
898.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
899.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
900.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
901.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
902.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
903.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
904.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
905.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
906.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
907.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
908.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
909.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
910.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
911.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
912.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
913.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
914.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
915.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
916.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
917.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
918.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
919.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
920.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
921.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
922.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
923.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
924.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
925.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
926.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
927.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
928.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
929.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
930.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
931.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
932.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
933.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
934.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
935.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
936.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
937.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
938.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
939.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
940.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
941.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
942.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
943.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
944.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
945.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
946.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
947.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
948.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
949.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
950.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
951.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
952.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
953.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
954.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
955.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
956.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
957.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
958.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
959.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
960.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
961.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
962.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
963.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
964.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
965.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
966.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
967.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
968.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
969.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
970.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
971.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
972.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
973.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
974.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
975.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
976.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
977.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
978.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
979.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
980.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
981.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
982.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
983.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
984.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
985.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
986.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
987.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
988.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
989.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
990.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
991.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
992.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
993.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
994.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
995.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
996.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
997.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
998.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
999.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1000.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1001.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1002.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1003.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1004.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1005.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1006.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1007.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
1008.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1009.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1010.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
1011.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
1012.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
1013.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
1014.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
1015.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1016.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1017.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
1018.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1019.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
1020.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
1021.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1022.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1023.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
1024.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
1025.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
1026.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1027.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1028.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
1029.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
1030.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1031.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
1032.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1033.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
1034.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1035.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
1036.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
1037.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1038.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
1039.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1040.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1041.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
1042.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1043.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1044.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1045.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1046.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1047.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1048.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1049.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
1050.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1051.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
1052.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
1053.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1054.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1055.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
1056.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1057.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1058.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
1059.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1060.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1061.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1062.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
1063.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1064.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1065.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1066.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
1067.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
1068.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1069.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
1070.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1071.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1072.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1073.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
1074.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1075.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1076.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
1077.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
1078.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1079.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1080.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
1081.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1082.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1083.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
1084.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1085.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1086.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
1087.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1088.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
1089.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
1090.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1091.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1092.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1093.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1094.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1095.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
1096.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1097.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
1098.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1099.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1100.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1101.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
1102.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
1103.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
1104.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
1105.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1106.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
1107.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
1108.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1109.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1110.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1111.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1112.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1113.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1114.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1115.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1116.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
1117.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1118.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
1119.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
1120.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
1121.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
1122.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1123.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1124.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
1125.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
1126.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
1127.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1128.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
1129.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1130.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1131.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1132.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1133.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1134.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1135.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
1136.0,9.0,"open, article, also, claim, comment, year, add, originally, canadian, say",,
1137.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
1138.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1139.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
1140.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
1141.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
1142.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
1143.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
1144.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1145.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1146.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
1147.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1148.0,6.0,"suck, royal, goat, kansa, president, article, pacific, know, support, academic",,
1149.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1150.0,5.0,"people, article, arab, know, also, card, list, terminology, say, history",,
1151.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1152.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1153.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
1154.0,1.0,"use, fair, page, name, wikipedia, kurdish, suck, rationale, file, people",,
1155.0,2.0,"article, use, say, link, source, make, see, write, well, reference",,
1156.0,3.0,"think, article, say, get, time, know, see, make, people, take",,
1157.0,4.0,"article, page, know, hypothesis, dan, time, compelling, think, position, source",,
1158.0,8.0,"article, wikipedia, page, edit, talk, thank, help, see, welcome, comment",,
1159.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
1160.0,0.0,"article, wikipedia, say, use, time, thank, look, page, think, see",,
1161.0,7.0,"article, page, think, wikipedia, go, know, make, name, use, even",,
