,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
827.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
828.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
829.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
830.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
831.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
832.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
833.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
834.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
835.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
836.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
837.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
838.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
839.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
840.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
841.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
842.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
843.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
844.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
845.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
846.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
847.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
848.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
849.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
850.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
851.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
852.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
853.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
854.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
855.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
856.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
857.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
858.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
859.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
860.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
861.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
862.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
863.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
864.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
865.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
866.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
867.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
868.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
869.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
870.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
871.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
872.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
873.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
874.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
875.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
876.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
877.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
878.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
879.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
880.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
881.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
882.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
883.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
884.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
885.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
886.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
887.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
888.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
889.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
890.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
891.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
892.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
893.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
894.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
895.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
896.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
897.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
898.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
899.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
900.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
901.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
902.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
903.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
904.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
905.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
906.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
907.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
908.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
909.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
910.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
911.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
912.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
913.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
914.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
915.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
916.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
917.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
918.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
919.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
920.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
921.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
922.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
923.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
924.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
925.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
926.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
927.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
928.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
929.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
930.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
931.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
932.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
933.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
934.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
935.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
936.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
937.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
938.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
939.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
940.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
941.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
942.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
943.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
944.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
945.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
946.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
947.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
948.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
949.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
950.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
951.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
952.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
953.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
954.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
955.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
956.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
957.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
958.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
959.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
960.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
961.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
962.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
963.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
964.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
965.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
966.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
967.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
968.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
969.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
970.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
971.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
972.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
973.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
974.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
975.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
976.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
977.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
978.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
979.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
980.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
981.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
982.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
983.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
984.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
985.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
986.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
987.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
988.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
989.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
990.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
991.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
992.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
993.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
994.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
995.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
996.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
997.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
998.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
999.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1000.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1001.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1002.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1003.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
1004.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1005.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1006.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1007.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1008.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
1009.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1010.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1011.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1012.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1013.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1014.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1015.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1016.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1017.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
1018.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1019.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1020.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
1021.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1022.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1023.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1024.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1025.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1026.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
1027.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1028.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
1029.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1030.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1031.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1032.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
1033.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1034.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
1035.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1036.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1037.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1038.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
1039.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1040.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1041.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1042.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1043.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1044.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1045.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1046.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1047.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1048.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1049.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1050.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1051.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
1052.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1053.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1054.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
1055.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1056.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1057.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1058.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
1059.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1060.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1061.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1062.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1063.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
1064.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
1065.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1066.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1067.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
1068.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
1069.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
1070.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1071.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1072.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1073.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1074.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1075.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1076.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1077.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1078.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1079.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1080.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1081.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1082.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1083.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1084.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1085.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1086.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1087.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1088.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1089.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1090.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1091.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
1092.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1093.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
1094.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1095.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1096.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1097.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1098.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1099.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1100.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1101.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1102.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1103.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1104.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1105.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
1106.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
1107.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
1108.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1109.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1110.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1111.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
1112.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
1113.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1114.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1115.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1116.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
1117.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1118.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
1119.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1120.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1121.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1122.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1123.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1124.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1125.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
1126.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
1127.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1128.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1129.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1130.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1131.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1132.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1133.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1134.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1135.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1136.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1137.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1138.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1139.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1140.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1141.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
1142.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1143.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1144.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1145.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1146.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1147.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1148.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
1149.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1150.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1151.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
1152.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
1153.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1154.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1155.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1156.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
1157.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
1158.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
1159.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1160.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
1161.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
1162.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1163.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
1164.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
1165.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
1166.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
1167.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1168.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
1169.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1170.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1171.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1172.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
1173.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1174.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1175.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1176.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1177.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
1178.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1179.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1180.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1181.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
1182.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
1183.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
1184.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
1185.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1186.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
1187.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1188.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
1189.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
1190.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1191.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
1192.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
1193.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
1194.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
1195.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
1196.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
1197.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
