,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
1066.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1067.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1068.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1069.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1070.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1071.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1072.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1073.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
1074.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1075.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1076.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1077.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
1078.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1079.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1080.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1081.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1082.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1083.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1084.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1085.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1086.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1087.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1088.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
1089.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1090.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1091.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1092.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1093.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1094.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1095.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1096.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1097.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1098.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
1099.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1100.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1101.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1102.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1103.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
1104.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1105.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1106.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1107.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1108.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1109.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1110.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1111.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1112.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1113.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1114.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1115.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1116.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1117.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1118.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1119.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1120.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1121.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
1122.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1123.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1124.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1125.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
1126.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1127.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
1128.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1129.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1130.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1131.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1132.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1133.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1134.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1135.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1136.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1137.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1138.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1139.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
1140.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1141.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1142.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1143.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1144.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1145.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1146.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1147.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1148.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
1149.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1150.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1151.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1152.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1153.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1154.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1155.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1156.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1157.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1158.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1159.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1160.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1161.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1162.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
1163.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1164.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1165.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1166.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1167.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1168.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1169.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1170.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1171.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
1172.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
1173.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1174.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1175.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
1176.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1177.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
1178.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1179.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1180.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1181.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1182.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
1183.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1184.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1185.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1186.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1187.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1188.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1189.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
1190.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1191.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1192.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1193.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1194.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1195.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1196.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1197.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1198.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1199.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
1200.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1201.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1202.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1203.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1204.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1205.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1206.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1207.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1208.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1209.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1210.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1211.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
1212.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1213.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1214.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1215.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1216.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1217.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1218.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1219.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1220.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
1221.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1222.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1223.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1224.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1225.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
1226.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1227.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1228.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
1229.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1230.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1231.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1232.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1233.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1234.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1235.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1236.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1237.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1238.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1239.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1240.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1241.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1242.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1243.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1244.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1245.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1246.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
1247.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1248.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1249.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1250.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1251.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1252.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1253.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1254.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1255.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1256.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1257.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1258.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
1259.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1260.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1261.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1262.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1263.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
1264.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1265.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1266.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1267.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1268.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1269.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1270.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1271.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1272.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1273.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1274.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1275.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1276.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1277.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1278.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1279.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1280.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1281.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1282.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1283.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1284.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1285.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1286.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1287.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
1288.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1289.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1290.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1291.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1292.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1293.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1294.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1295.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1296.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1297.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1298.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
1299.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1300.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1301.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1302.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1303.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1304.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1305.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1306.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1307.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1308.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1309.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1310.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1311.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1312.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1313.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1314.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1315.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1316.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1317.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1318.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1319.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1320.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1321.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1322.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1323.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1324.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1325.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
1326.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1327.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1328.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1329.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1330.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1331.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1332.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1333.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1334.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1335.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1336.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1337.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1338.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1339.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1340.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1341.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
1342.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1343.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1344.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1345.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1346.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1347.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1348.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1349.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1350.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1351.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1352.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1353.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1354.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1355.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1356.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1357.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1358.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1359.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1360.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1361.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1362.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1363.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1364.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
1365.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1366.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1367.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1368.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1369.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1370.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1371.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1372.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1373.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1374.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1375.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1376.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1377.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1378.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
1379.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1380.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1381.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1382.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1383.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1384.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1385.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
1386.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1387.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1388.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
1389.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1390.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1391.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1392.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1393.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1394.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1395.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1396.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1397.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1398.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1399.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
1400.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1401.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1402.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1403.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1404.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1405.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1406.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1407.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1408.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1409.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1410.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1411.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1412.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1413.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1414.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1415.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1416.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1417.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1418.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1419.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1420.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1421.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1422.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
1423.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
1424.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1425.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1426.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
1427.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1428.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
1429.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
1430.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
1431.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
1432.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
1433.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
